title,Production_Budget,id,runtime,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,prod_company_1,prod_company_2,prod_company_3,tagline_wordcount,synopsis_wordcount,release_month,release_day,cast_1,cast_2,cast_3,cast_4,cast_5,casting,composer,director,producer,screenplay,keyword_1,keyword_2,keyword_3,target
Beastly,17000000,38117,86.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Storefront Films,CBS Films,Mel's Cite du Cinema,4,85,1,21,Alex Pettyfer,Vanessa Hudgens,Mary-Kate Olsen,LisaGay Hamilton,Neil Patrick Harris,,,Daniel Barnz,Susan Cartsonis,Daniel Barnz,based on novel,love,beautiful woman,1
Brooklyn's Finest,17000000,26390,133.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Nu Image,Langley Productions,Fuqua Films,6,38,1,16,Richard Gere,Don Cheadle,Ethan Hawke,Wesley Snipes,Vincent D'Onofrio,Mary Vernieu,Marcelo Zarvos,Antoine Fuqua,John Thompson,,male nudity,female nudity,tattoo,1
Lottery Ticket,17000000,41382,99.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sweepstake Productions,Cube Vision,,9,32,8,20,Shad Moss,Brandon T. Jackson,Naturi Naughton,Loretta Devine,Teairra Mari,,,Erik White,,Abdul Williams,,,,1
Dickie Roberts: Former Child Star,17000000,13778,98.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy Madison Productions,Paramount,,14,62,9,5,David Spade,Mary McCormack,Craig Bierko,Scott Terra,Jenna Boyd,John Papsidera,Christophe Beck,Sam Weisman,Adam Sandler,David Spade,loser,child prodigy,,1
ATL,17000000,13960,105.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Warner Bros. Pictures,,,4,31,3,31,T.I.,Evan Ross,Jackie Long,Lauren London,Albert Daniels,,,Christian Robinson,Will Smith,,,,,1
Summer Catch,17000000,26602,108.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Tollin/Robbins Productions,Warner Bros. Pictures,,3,73,8,22,Freddie Prinze Jr.,Jessica Biel,Fred Ward,Matthew Lillard,Brian Dennehy,,,Mike Tollin,,,beach,baseball,sport,1
Larry the Cable Guy: Health Inspector,17000000,15639,89.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parallel Entertainment Pictures,,,1,21,3,24,Larry the Cable Guy,Iris Bahr,Tony Hale,David Koechner,Brooke Dillman,,,Trent Cooper,,,health inspector,food intoxication,,0
My Life in Ruins,17000000,23049,95.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fox Searchlight Pictures,26 Films,,9,64,6,5,Nia Vardalos,Richard Dreyfuss,Alexis Georgoulis,Alistair McGowan,Harland Williams,,,Donald Petrie,,,beach,greece,tour bus,1
American Dreamz,17000000,9310,107.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Depth of Field,Universal Pictures,,18,59,3,4,Hugh Grant,Dennis Quaid,Mandy Moore,Willem Dafoe,Chris Klein,Joseph Middleton,Stephen Trask,Paul Weitz,Paul Weitz,Paul Weitz,usa president,moderator,musical,0
How She Move,17000000,16988,94.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Téléfilm Canada,MTV Films,Celluloid Dreams,1,69,1,25,Rutina Wesley,Dwain Murphy,Boyd Banks,Clé Bennett,Nina Dobrev,Stephanie Gorin,,Ian Iqbal Rashid,Brent Barclay,,black people,loss of sister,dance,0
Running Scared,17000000,7304,122.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True Grit Productions,International Production Company,Pierce/Williams Entertainment,5,60,1,6,Paul Walker,Cameron Bright,Vera Farmiga,Chazz Palminteri,Karel Roden,,Mark Isham,Wayne Kramer,Brett Ratner,,ice hockey,racism,pedophile,0
The Apparition,17000000,79694,82.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Studio Babelsberg Motion Pictures,Dark Castle Entertainment,StudioCanal,5,66,8,23,Ashley Greene,Sebastian Stan,Tom Felton,Julianna Guill,Luke Pasqualino,,,Todd Lincoln,Alex Heineman,,experiment,supernatural,paranormal,0
Bobby Jones: Stroke of Genius,17000000,24747,120.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bobby Jones Films LLC,Dean River Productions,LIFE(n),1,19,4,30,Jim Caviezel,Claire Forlani,Jeremy Northam,Malcolm McDowell,Aidan Quinn,Beverly Holloway,James Horner,Rowdy Herrington,,Rowdy Herrington,sport,,,0
Veronica Guerin,17000000,10629,98.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Jerry Bruckheimer Films,Touchstone Pictures,,8,74,7,11,Cate Blanchett,Gerard McSorley,Ciarán Hinds,Brenda Fricker,Don Wycherley,Nuala Moiselle,Harry Gregson-Williams,Joel Schumacher,Jerry Bruckheimer,Carol Doyle,journalism,police,drug scene,0
Southland Tales,17000000,4723,144.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Wild Bunch,Universal Pictures,Cherry Road Films,4,66,5,15,Dwayne Johnson,Seann William Scott,Sarah Michelle Gellar,Mandy Moore,Will Sasso,Mary Vernieu,Moby,Richard Kelly,Sean McKittrick,Richard Kelly,suicide,brother brother relationship,spy,0
Escobar: Paradise Lost,17000000,255343,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,uFilm,Nexus Factory,Jaguar Films,4,33,10,11,Benicio del Toro,Josh Hutcherson,Brady Corbet,Claudia Traisac,Carlos Bardem,Pascale Béraud,,Andrea Di Stefano,Dimitri Rassam,Andrea Di Stefano,surfer,murder,murderer,0
The Young Messiah,16800000,318850,120.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Focus Features,,,9,37,3,10,Adam Greaves-Neal,Sara Lazzaro,Vincent Walsh,Sean Bean,Jonathan Bailey,,,Cyrus Nowrasteh,,Cyrus Nowrasteh,egypt,jesus christ,gospel,0
The Young Messiah,16800000,318850,120.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Focus Features,,,9,37,3,10,Adam Greaves-Neal,Sara Lazzaro,Vincent Walsh,Sean Bean,Jonathan Bailey,,,Cyrus Nowrasteh,,Cyrus Nowrasteh,egypt,jesus christ,gospel,0
The Illusionist,16500000,1491,110.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Contagious Entertainment,Michael London Productions,Koppelman-Levien,5,41,8,18,Edward Norton,Paul Giamatti,Jessica Biel,Rufus Sewell,Eddie Marsan,Deborah Aquila,Philip Glass,Neil Burger,Bob Yari,Neil Burger,magic,princess,love,1
Becoming Jane,16500000,2977,120.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Ecosse Films,2 Entertain,Bueprint Pictures,7,15,3,2,Anne Hathaway,James McAvoy,Julie Walters,James Cromwell,Maggie Smith,,Adrian Johnston,Julian Jarrold,Graham Broadbent,Kevin Hood,england,judge,new love,1
House of Sand and Fog,16500000,11093,126.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bisgrove Entertainment,Cobalt Media Group,DreamWorks Pictures,5,89,12,19,Jennifer Connelly,Ben Kingsley,Ron Eldard,Frances Fisher,Kim Dickens,Deborah Aquila,James Horner,Vadim Perelman,Michael London,Shawn Lawrence Otto,san francisco,immigrant,house,0
Sydney White,16500000,10760,108.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clifford Werber Productions,Morgan Creek Productions,SW7D Productions,5,19,9,21,Amanda Bynes,Sara Paxton,Matt Long,Jeremy Howard,Danny Strong,Pam Dixon,Deborah Lurie,Joe Nussbaum,James G. Robinson,,college,romance,sorority,0
Moonrise Kingdom,16000000,83666,94.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Focus Features,Scott Rudin Productions,Indian Paintbrush,18,69,5,24,Jared Gilman,Kara Hayward,Edward Norton,Bruce Willis,Bill Murray,Douglas Aibel,Alexandre Desplat,Wes Anderson,Scott Rudin,,new england,first love,eye patch,1
The Artist,16000000,74643,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,uFilm,La Petite Reine,Studio 37,6,35,6,26,Jean Dujardin,Bérénice Bejo,John Goodman,James Cromwell,Penelope Ann Miller,Heidi Levitt,Ludovic Bource,Michel Hazanavicius,Thomas Langmann,,film producer,film history,movie studio,1
The Unborn,16000000,13788,87.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Rogue Pictures,Platinum Dunes,Phantom Four,6,13,1,9,Odette Annable,Gary Oldman,Meagan Good,Cam Gigandet,Idris Elba,Jane Alderman,,David S. Goyer,Michael Bay,,,,,1
The Master of Disguise,16000000,13908,80.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Columbia Pictures,Revolution Studios,Happy Madison Productions,11,76,8,2,Dana Carvey,Brent Spiner,Jennifer Esposito,Harold Gould,James Brolin,Roger Mussenden,Marc Ellis,Perry Andelin Blake,Barry Bernardi,,aftercreditsstinger,duringcreditsstinger,,1
The Texas Chainsaw Massacre: The Beginning,16000000,10781,91.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Texas Chainsaw Productions,New Line Cinema,Next Entertainment,9,67,10,6,Jordana Brewster,Taylor Handley,Diora Baird,Matt Bomer,R. Lee Ermey,Lisa Fields,Steve Jablonsky,Jonathan Liebesman,Michael Bay,Sheldon Turner,mass murder,planned murder,chain saw,1
The Roommate,16000000,49950,91.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Screen Gems,Vertigo Entertainment,,10,82,2,4,Minka Kelly,Leighton Meester,Cam Gigandet,Aly Michalka,Matt Lanter,Lindsey Hayes Kroeger,John Frizzell,Christian E. Christiansen,Doug Davison,,jealousy,roommate,obsession,1
The Messengers,16000000,9966,90.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Screen Gems,Ghost House Pictures,Columbia Pictures,30,61,2,2,Kristen Stewart,Dylan McDermott,Penelope Ann Miller,John Corbett,William B. Davis,Nancy Nayor,Joseph LoDuca,Danny Pang,Sam Raimi,,kitchen,north dakota,little boy,1
See Spot Run,16000000,39180,94.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spot Pictures,Village Roadshow Pictures,NPV Entertainment,7,91,3,2,Michael Clarke Duncan,David Arquette,Leslie Bibb,Joe Viterelli,Steve Schirripa,,,John Whitesell,,,dog,,,1
Baby Boy,16000000,16161,130.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,New Deal Productions,Columbia Pictures,,4,63,6,27,Tyrese Gibson,Taraji P. Henson,Omar Gooding,Ving Rhames,Snoop Dogg,,David Arnold,John Singleton,John Singleton,,single parent,intolerance,condom,1
Joe Dirt,16000000,10956,91.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Happy Madison Productions,Columbia Pictures,,6,55,4,10,David Spade,Brittany Daniel,Dennis Miller,Adam Beach,Jaime Pressly,,,Dennie Gordon,Robert Simonds,David Spade,parent child relationship,loss of parents,looking for  birth parents,1
The Women,16000000,13972,114.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,New Line Cinema,Picturehouse Entertainment,,1,43,9,12,Meg Ryan,Annette Bening,Eva Mendes,Debra Messing,Jada Pinkett Smith,,,Diane English,,Diane English,beauty salon,divorce,woman director,1
Hot Fuzz,16000000,4638,121.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Universal Pictures,Big Talk Productions,StudioCanal,6,61,2,14,Simon Pegg,Nick Frost,Jim Broadbent,Paddy Considine,Rafe Spall,Nina Gold,David Arnold,Edgar Wright,Tim Bevan,Edgar Wright,village,arrest,police,1
Vicky Cristina Barcelona,16000000,5038,96.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,The Weinstein Company,Gravier Productions,Antena 3 Films,7,31,8,15,Scarlett Johansson,Rebecca Hall,Javier Bardem,Penélope Cruz,Christopher Evan Welch,,,Woody Allen,Letty Aronson,Woody Allen,barcelona spain,menage a trois,author,1
Remember Me,16000000,23169,113.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Summit Entertainment,,,4,48,3,12,Robert Pattinson,Emilie de Ravin,Pierce Brosnan,Lena Olin,Chris Cooper,Joanna Colbert,Marcelo Zarvos,Allen Coulter,Nick Osborne,,new york,father son relationship,grieving,1
White Oleander,16000000,10994,109.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,John Wells Productions,Gaylord Films,Oleandor Productions,1,21,10,11,Alison Lohman,Michelle Pfeiffer,Cole Hauser,Robin Wright,Amy Aquino,Ellen Lewis,Thomas Newman,Peter Kosminsky,John Wells,Mary Agnes Donoghue,poison,prison,loss of family,1
Jennifer's Body,16000000,19994,100.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fox Atomic,Dune Entertainment,,8,25,9,18,Amanda Seyfried,Megan Fox,Johnny Simmons,Amy Sedaris,J.K. Simmons,Mindy Marin,Theodore Shapiro,Karyn Kusama,Brad Van Arragon,Diablo Cody,bloodthirstiness,high school,sexual murder,1
How to Deal,16000000,17403,99.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Focus Features,Golden Mean,Radar Pictures,6,70,7,18,Mandy Moore,Trent Ford,Allison Janney,Alexandra Holden,Dylan Baker,Avy Kaufman,,Clare Kilner,Erica Huggins,Nena Beeber,woman director,,,0
Soul Plane,16000000,12657,86.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Metro-Goldwyn-Mayer,,,9,72,5,28,Tom Arnold,Kevin Hart,Method Man,Snoop Dogg,K. D. Aubert,,RZA,Jessy Terrero,Jessy Terrero,Chuck Wilson,black people,hip-hop,nightclub,0
People Like Us,16000000,98548,114.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Touchstone Pictures,DreamWorks Pictures,,3,48,6,29,Chris Pine,Elizabeth Banks,Olivia Wilde,Michelle Pfeiffer,Mark Duplass,Denise Chamian,A. R. Rahman,Alex Kurtzman,Bobby Cohen,Alex Kurtzman,duringcreditsstinger,,,0
The Cookout,16000000,18475,97.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cookout Productions,,,6,73,9,3,Ja Rule,Tim Meadows,Jenifer Lewis,Jonathan Silverman,Eve,,,Lance Rivera,Shakim Compere,,comedy,,,0
Bleed for This,16000000,332979,116.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sikelia Productions,Younger Than You,Verdi Productions,11,33,11,4,Miles Teller,Aaron Eckhart,Katey Sagal,Ciarán Hinds,Ted Levine,Kerry Barden,Julia Holter,Ben Younger,Bruce Cohen,Ben Younger,underdog,boxer,comeback,0
Hollywood Ending,16000000,9689,112.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DreamWorks Pictures,,,9,69,5,3,Woody Allen,George Hamilton,Téa Leoni,Debra Messing,Mark Rydell,,,Woody Allen,Letty Aronson,Woody Allen,blindness and impaired vision,creative crisis,film director,0
Things We Lost in the Fire,16000000,3877,113.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Neal Street Productions,DreamWorks Pictures,,5,33,9,26,Halle Berry,Benicio del Toro,David Duchovny,Alison Lohman,Sarah Dubrovsky,Heike Brandstatter,Johan Söderqvist,Susanne Bier,Sam Mendes,Allan Loeb,sadness,loss of father,junkie,0
The Homesman,16000000,264656,122.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,The Javelina Film Company,EuropaCorp,Ithaca Pictures,1,101,5,18,Hilary Swank,Tommy Lee Jones,Grace Gummer,Meryl Streep,Miranda Otto,Jeanne McCarthy,Marco Beltrami,Tommy Lee Jones,Luc Besson,,dancing,based on novel,revenge,0
Trance,16000000,68727,101.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Pathé!,Decibel Films,Film4 Productions,4,25,3,27,James McAvoy,Vincent Cassel,Rosario Dawson,Matt Cross,Danny Sapani,Gail Stevens,Rick Smith,Danny Boyle,Danny Boyle,,amnesia,art thief,hypnotism,1
The White Countess,16000000,18840,135.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Shanghai Film Group,Merchant Ivory Productions,,1,60,10,30,Ralph Fiennes,Natasha Richardson,Hiroyuki Sanada,Lynn Redgrave,Vanessa Redgrave,Celestia Fox,Richard Robbins,James Ivory,Ismail Merchant,,,,,0
Enter the Void,16000000,34647,161.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,BIM Distribuzione,Wild Bunch,Canal+,3,86,6,17,Nathaniel Brown,Paz de la Huerta,Cyril Roy,Masato Tanno,Jesse Kuhn,,,Gaspar Noé,Olivier Delbosc,,prostitute,hallucination,strip club,0
Good,16000000,12410,96.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,10,39,12,11,Viggo Mortensen,Jason Isaacs,Mark Strong,Steven Mackintosh,Jodie Whittaker,,,Vicente Amorim,,John Wrathall,germany,nazis,nazism,0
Vamps,16000000,73935,93.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Lucky Monkey Pictures,Red Hour,,2,35,8,25,Alicia Silverstone,Krysten Ritter,Sigourney Weaver,Richard Lewis,Wallace Shawn,,,Amy Heckerling,,Amy Heckerling,vampire,love,woman director,0
Juwanna Mann,15600000,35696,91.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morgan Creek Productions,Warner Bros. Pictures,,1,26,6,21,"Miguel A. Núñez, Jr.",Vivica A. Fox,Kevin Pollak,Tommy Davidson,Ginuwine,,,Jesse Vaughan,,,sport,basketball,cross dressing,0
Ararat,15500000,16351,115.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ego Film Arts,Alliance Atlantis Communications,Serendipity Point Films,1,25,5,20,Simon Abkarian,Charles Aznavour,Christopher Plummer,Arsinée Khanjian,David Alpay,,,Atom Egoyan,,Atom Egoyan,destruction of a civilization,turkey,,0
Slow Burn,15500000,18777,93.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Longfellow Pictures,Sidney Kimmel Entertainment,GreeneStreet Films,8,38,9,12,Ray Liotta,LL Cool J,Mekhi Phifer,Jolene Blalock,Chiwetel Ejiofor,Amanda Harding,,Wayne Beach,Sidney Kimmel,Wayne Beach,,,,0
The Yellow Handkerchief,15500000,22556,102.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,area japan,,,12,19,11,19,William Hurt,Maria Bello,Kristen Stewart,Eddie Redmayne,Veronica Russell,,,Udayan Prasad,,Erin Dignam,independent film,,,0
Slither,15250000,9035,95.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Gold Cercle Films,Strike Entertainment,Brightlight Pictures,5,20,3,31,Nathan Fillion,Don Thompson,Elizabeth Banks,Gregg Henry,Xantha Radley,,Tyler Bates,James Gunn,Eric Newman,,small town,mutant,meteor,0
Jackass Presents: Bad Grandpa,15000000,208134,92.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paramount,MTV Films,Dickhouse Productions,7,19,10,22,Johnny Knoxville,Jackson Nicoll,Georgina Cates,Spike Jonze,Catherine Keener,,,Jeff Tremaine,Spike Jonze,Spike Jonze,duringcreditsstinger,,,1
The Imitation Game,15000000,205596,113.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Bristol Automotive,Black Bear Pictures,,10,46,11,14,Benedict Cumberbatch,Keira Knightley,Matthew Goode,Rory Kinnear,Allen Leech,Nina Gold,Alexandre Desplat,Morten Tyldum,Teddy Schwarzman,Graham Moore,gay,england,world war ii,1
10 Cloverfield Lane,15000000,333371,104.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Spectrum Effects,Paramount,Bad Robot,5,28,3,10,Mary Elizabeth Winstead,John Goodman,John Gallagher Jr.,Douglas M. Griffin,Suzanne Cryer,Monika Mikkelsen,,Dan Trachtenberg,J.J. Abrams,Damien Chazelle,kidnapping,bunker,paranoia,1
10 Cloverfield Lane,15000000,333371,104.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Spectrum Effects,Paramount,Bad Robot,5,28,3,10,Mary Elizabeth Winstead,John Goodman,John Gallagher Jr.,Douglas M. Griffin,Suzanne Cryer,Monika Mikkelsen,,Dan Trachtenberg,J.J. Abrams,Damien Chazelle,kidnapping,bunker,paranoia,1
Mama,15000000,132232,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Universal Pictures,Toma 78,De Milo,5,55,1,17,Jessica Chastain,Nikolaj Coster-Waldau,Megan Charpentier,Isabelle Nélisse,Daniel Kash,Robin D. Cook,Fernando Velázquez,Andy Muschietti,J. Miles Dale,,supernatural horror,,,1
Diary of a Wimpy Kid,15000000,33217,92.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dayday Films,Color Force,Dune Entertainment,7,46,3,19,Zachary Gordon,Robert Capron,Rachael Harris,Steve Zahn,Devon Bostick,Ronna Kress,,Thor Freudenthal,Brad Simpson,Jackie Filgo,based on novel,coming of age,young boy,1
The Queen,15000000,1165,103.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BIM Distribuzione,Granada Film Productions,Scott Rudin Productions,3,53,9,15,Helen Mirren,Michael Sheen,James Cromwell,Helen McCrory,Alex Jennings,Leo Davis,Alexandre Desplat,Stephen Frears,Christine Langan,,upper class,loss of mother,great britain,1
Why Did I Get Married?,15000000,17202,113.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lions Gate Films,,,6,64,10,12,Tyler Perry,Jill Scott,Janet Jackson,Michael Jai White,Malik Yoba,,,Tyler Perry,Reuben Cannon,,,,,1
When a Stranger Calls,15000000,10053,87.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Davis Entertainment,Screen Gems,,7,63,2,3,Camilla Belle,Katie Cassidy,Tommy Flanagan,Brian Geraghty,Clark Gregg,Nancy Nayor,Jim Dooley,Simon West,John Davis,,babysitter,death of a friend,killer,1
Big Fat Liar,15000000,11870,88.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Universal Pictures,,,5,60,2,8,Frankie Muniz,Paul Giamatti,Amanda Bynes,Amanda Detmer,Donald Faison,,Christophe Beck,Shawn Levy,Brian Robbins,Dan Schneider,screenplay,film producer,auto,1
Snitch,15000000,134411,112.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Exclusive Media,Participant Media,Imagenation Abu Dhabi FZ,9,105,2,21,Dwayne Johnson,Barry Pepper,Jon Bernthal,Susan Sarandon,Michael Kenneth Williams,Mary Vernieu,,Ric Roman Waugh,Jonathan King,Justin Haythe,father son relationship,based on true story,,1
The Lizzie McGuire Movie,15000000,18736,94.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Teen Life Productions,Walt Disney Pictures,,13,33,5,2,Hilary Duff,Adam Lamberg,Hallie Todd,Robert Carradine,Jake Thomas,,Cliff Eidelman,Jim Fall,Stan Rogow,,,,,1
Krampus,15000000,287903,98.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Universal Pictures,Legendary Entertainment,,8,17,11,26,Adam Scott,Toni Collette,Allison Tolman,David Koechner,Emjay Anthony,Amanda Mackey,Douglas Pipes,Michael Dougherty,Michael Dougherty,,fire,winter,santa claus,1
End of Watch,15000000,77016,109.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5150 Action,Emmett/Furla Films,Exclusive Media,8,28,9,20,Jake Gyllenhaal,Michael Peña,Natalie Martinez,Anna Kendrick,David Harbour,Mary Vernieu,David Sardy,David Ayer,David Ayer,David Ayer,los angeles,bullet proof vest,u.s. marine,1
Not Another Teen Movie,15000000,11397,89.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Neal H. Moritz Productions,Original Film,Columbia Pictures,14,35,12,7,Chyler Leigh,Chris Evans,Jaime Pressly,Eric Christian Olsen,Mia Kirshner,Joseph Middleton,Theodore Shapiro,Joel Gallen,Neal H. Moritz,Buddy Johnson,underdog,ball,kiss,1
The Theory of Everything,15000000,266856,123.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Working Title Films,,,9,32,11,26,Eddie Redmayne,Felicity Jones,Charlie Cox,Emily Watson,Simon McBurney,Nina Gold,,James Marsh,Tim Bevan,Anthony McCarten,wife husband relationship,biography,physicist,1
Malibu's Most Wanted,15000000,13411,86.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karz Entertainment,Big Ticket Productions,Warner Bros. Pictures,6,40,4,10,Jamie Kennedy,Taye Diggs,Anthony Anderson,Regina Hall,Blair Underwood,Mary Vernieu,John Van Tongeren,John Whitesell,Fax Bahr,,street gang,los angeles,,1
All About Steve,15000000,23706,99.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fox 2000 Pictures,Dune Entertainment III,Fortis Films,4,47,9,4,Sandra Bullock,Thomas Haden Church,Bradley Cooper,Ken Jeong,DJ Qualls,Juel Bestrop,Christophe Beck,Phil Traill,Sandra Bullock,,blind date,eccentric,aftercreditsstinger,1
Because of Winn-Dixie,15000000,17880,106.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20th Century Fox,,,17,56,2,18,Jeff Daniels,AnnaSophia Robb,Cicely Tyson,Eva Marie Saint,Dave Matthews,Todd M. Thaler,Rachel Portman,Wayne Wang,Trevor Albert,Joan Singleton,,,,1
The Wedding Date,15000000,6961,88.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Visionview Production,Gold Circle Films,26 Films,4,77,2,4,Debra Messing,Dermot Mulroney,Amy Adams,Jack Davenport,Jeremy Sheffield,,Blake Neely,Clare Kilner,Paul Brooks,,based on novel,callboy,wedding,1
Halloween: Resurrection,15000000,11442,94.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Dimension Films,Nightfall Productions,Trancas International Films,5,75,7,1,Jamie Lee Curtis,Brad Loree,Busta Rhymes,Bianca Kajlich,Katee Sackhoff,Ross Brown,Danny Lux,Rick Rosenthal,Michael Leahy,Sean Hood,brother sister relationship,innocence,serial killer,1
The Great Debaters,15000000,14047,126.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marshall Production,The Weinstein Company,Harpo Films,13,38,12,27,Denzel Washington,Nate Parker,Forest Whitaker,Denzel Whitaker,Kimberly Elise,Denise Chamian,James Newton Howard,Denzel Washington,Oprah Winfrey,,biography,,,1
